PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_shared_from_mouse.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1321	chr1	47262911	47263136	+	0	NA	NA	NA	NA	NA								
16758	chr17	64129515	64130764	+	0	NA	NA	NA	NA	NA								
5243	chr10	95290028	95291516	+	0	NA	NA	NA	NA	NA								
216	chr1	11012567	11013156	+	0	NA	NA	NA	NA	NA								
35906	chr9	35161707	35162702	+	0	NA	NA	NA	NA	NA								
37279	chrX	25125512	25125823	+	0	NA	NA	NA	NA	NA								
783	chr1	31065120	31066191	+	0	NA	NA	NA	NA	NA								
23456	chr21	42495225	42496687	+	0	NA	NA	NA	NA	NA								
3558	chr1	206506716	206508283	+	0	NA	NA	NA	NA	NA								
37186	chrX	12950818	12951119	+	0	NA	NA	NA	NA	NA								
31782	chr6	116370494	116371845	+	0	NA	NA	NA	NA	NA								
27954	chr4	139740456	139741063	+	0	NA	NA	NA	NA	NA								
12017	chr14	68816395	68817376	+	0	NA	NA	NA	NA	NA								
20513	chr2	88054536	88056017	+	0	NA	NA	NA	NA	NA								
7894	chr11	116276198	116277117	+	0	NA	NA	NA	NA	NA								
12618	chr14	103121210	103122114	+	0	NA	NA	NA	NA	NA								
32356	chr6	166382092	166383255	+	0	NA	NA	NA	NA	NA								
30301	chr5	177510185	177511091	+	0	NA	NA	NA	NA	NA								
5035	chr10	84327639	84329135	+	0	NA	NA	NA	NA	NA								
16836	chr17	68391662	68392364	+	0	NA	NA	NA	NA	NA								
13426	chr15	70377105	70377651	+	0	NA	NA	NA	NA	NA								
20670	chr2	104658398	104659706	+	0	NA	NA	NA	NA	NA								
13466	chr15	73632399	73633764	+	0	NA	NA	NA	NA	NA								
78	chr1	6579550	6582081	+	0	NA	NA	NA	NA	NA								
26768	chr4	1346735	1347297	+	0	NA	NA	NA	NA	NA								
27742	chr4	108619891	108621528	+	0	NA	NA	NA	NA	NA								
21146	chr2	168455788	168457312	+	0	NA	NA	NA	NA	NA								
26728	chr3	197029385	197030046	+	0	NA	NA	NA	NA	NA								
8014	chr11	119101042	119103308	+	0	NA	NA	NA	NA	NA								
17862	chr18	62715823	62717480	+	0	NA	NA	NA	NA	NA								
16848	chr17	68580230	68580610	+	0	NA	NA	NA	NA	NA								
35392	chr8	132760199	132760786	+	0	NA	NA	NA	NA	NA								
17822	chr18	59402354	59402847	+	0	NA	NA	NA	NA	NA								
36119	chr9	75890281	75891917	+	0	NA	NA	NA	NA	NA								
21138	chr2	168246411	168248175	+	0	NA	NA	NA	NA	NA								
12807	chr15	40281928	40282919	+	0	NA	NA	NA	NA	NA								
10417	chr12	132489310	132491256	+	0	NA	NA	NA	NA	NA								
23289	chr21	31558383	31559558	+	0	NA	NA	NA	NA	NA								
6751	chr11	47642181	47643693	+	0	NA	NA	NA	NA	NA								
23176	chr20	64038494	64039453	+	0	NA	NA	NA	NA	NA								
22243	chr20	3173337	3174005	+	0	NA	NA	NA	NA	NA								
5003	chr10	79444218	79446105	+	0	NA	NA	NA	NA	NA								
24381	chr3	15542750	15543288	+	0	NA	NA	NA	NA	NA								
27852	chr4	123546029	123546507	+	0	NA	NA	NA	NA	NA								
36817	chr9	126914547	126915124	+	0	NA	NA	NA	NA	NA								
34893	chr8	93754775	93755180	+	0	NA	NA	NA	NA	NA								
23001	chr20	49812507	49813386	+	0	NA	NA	NA	NA	NA								
12109	chr14	72894035	72895221	+	0	NA	NA	NA	NA	NA								
3509	chr1	205273493	205275669	+	0	NA	NA	NA	NA	NA								
25990	chr3	139329254	139329866	+	0	NA	NA	NA	NA	NA								
6670	chr11	46315141	46316041	+	0	NA	NA	NA	NA	NA								
30448	chr6	3162857	3163037	+	0	NA	NA	NA	NA	NA								
8806	chr12	45130849	45131185	+	0	NA	NA	NA	NA	NA								
32036	chr6	138507809	138508566	+	0	NA	NA	NA	NA	NA								
8802	chr12	43805547	43806812	+	0	NA	NA	NA	NA	NA								
18273	chr19	11505415	11505939	+	0	NA	NA	NA	NA	NA								
13000	chr15	48794522	48795214	+	0	NA	NA	NA	NA	NA								
35725	chr9	19431504	19432234	+	0	NA	NA	NA	NA	NA								
1545	chr1	59926076	59926755	+	0	NA	NA	NA	NA	NA								
7931	chr11	117231639	117233340	+	0	NA	NA	NA	NA	NA								
36404	chr9	99821202	99822128	+	0	NA	NA	NA	NA	NA								
35765	chr9	25677387	25678774	+	0	NA	NA	NA	NA	NA								
14380	chr16	29862613	29863954	+	0	NA	NA	NA	NA	NA								
957	chr1	36384922	36385432	+	0	NA	NA	NA	NA	NA								
25216	chr3	66442336	66443527	+	0	NA	NA	NA	NA	NA								
7627	chr11	83193205	83194220	+	0	NA	NA	NA	NA	NA								
28198	chr4	159487279	159487723	+	0	NA	NA	NA	NA	NA								
15991	chr17	39450727	39451521	+	0	NA	NA	NA	NA	NA								
16385	chr17	49414153	49415435	+	0	NA	NA	NA	NA	NA								
12414	chr14	90256394	90257918	+	0	NA	NA	NA	NA	NA								
8283	chr11	130313896	130315593	+	0	NA	NA	NA	NA	NA								
34712	chr8	66666937	66667672	+	0	NA	NA	NA	NA	NA								
29643	chr5	136082380	136083098	+	0	NA	NA	NA	NA	NA								
2546	chr1	153986086	153986977	+	0	NA	NA	NA	NA	NA								
8591	chr12	13044007	13045318	+	0	NA	NA	NA	NA	NA								
15633	chr17	15651179	15651885	+	0	NA	NA	NA	NA	NA								
2542	chr1	153962561	153964046	+	0	NA	NA	NA	NA	NA								
10396	chr12	125065287	125065887	+	0	NA	NA	NA	NA	NA								
4170	chr10	5965507	5966496	+	0	NA	NA	NA	NA	NA								
4999	chr10	79398806	79400258	+	0	NA	NA	NA	NA	NA								
25605	chr3	114758711	114759827	+	0	NA	NA	NA	NA	NA								
11202	chr14	20989644	20990496	+	0	NA	NA	NA	NA	NA								
9201	chr12	56188572	56190887	+	0	NA	NA	NA	NA	NA								
10804	chr13	49443346	49444878	+	0	NA	NA	NA	NA	NA								
23980	chr22	40635925	40637542	+	0	NA	NA	NA	NA	NA								
22482	chr20	21505260	21505832	+	0	NA	NA	NA	NA	NA								
3308	chr1	200021590	200023810	+	0	NA	NA	NA	NA	NA								
29653	chr5	136249571	136250190	+	0	NA	NA	NA	NA	NA								
3430	chr1	203186539	203187207	+	0	NA	NA	NA	NA	NA								
10319	chr12	122980565	122981056	+	0	NA	NA	NA	NA	NA								
19294	chr19	58278760	58279820	+	0	NA	NA	NA	NA	NA								
10575	chr13	32409451	32410436	+	0	NA	NA	NA	NA	NA								
34914	chr8	94822858	94824452	+	0	NA	NA	NA	NA	NA								
20592	chr2	97995189	97996642	+	0	NA	NA	NA	NA	NA								
13710	chr15	88476390	88476986	+	0	NA	NA	NA	NA	NA								
372	chr1	18820559	18821072	+	0	NA	NA	NA	NA	NA								
1544	chr1	59759288	59759490	+	0	NA	NA	NA	NA	NA								
10697	chr13	42271166	42273142	+	0	NA	NA	NA	NA	NA								
9270	chr12	57078642	57079235	+	0	NA	NA	NA	NA	NA								
2943	chr1	168178324	168179663	+	0	NA	NA	NA	NA	NA								
19623	chr2	26981683	26982641	+	0	NA	NA	NA	NA	NA								
5087	chr10	88880087	88881168	+	0	NA	NA	NA	NA	NA								
10098	chr12	113071631	113072476	+	0	NA	NA	NA	NA	NA								
32287	chr6	157379772	157380371	+	0	NA	NA	NA	NA	NA								
19663	chr2	27428350	27429499	+	0	NA	NA	NA	NA	NA								
25299	chr3	71581814	71583407	+	0	NA	NA	NA	NA	NA								
21679	chr2	212536531	212538153	+	0	NA	NA	NA	NA	NA								
29172	chr5	90932001	90932861	+	0	NA	NA	NA	NA	NA								
33382	chr7	105012357	105012779	+	0	NA	NA	NA	NA	NA								
4101	chr1	244917886	244919384	+	0	NA	NA	NA	NA	NA								
19195	chr19	50024838	50025767	+	0	NA	NA	NA	NA	NA								
32876	chr7	50657456	50658033	+	0	NA	NA	NA	NA	NA								
34002	chr7	155001440	155003468	+	0	NA	NA	NA	NA	NA								
22253	chr20	3767184	3769053	+	0	NA	NA	NA	NA	NA								
16736	chr17	63699607	63701412	+	0	NA	NA	NA	NA	NA								
27842	chr4	122716953	122717160	+	0	NA	NA	NA	NA	NA								
26828	chr4	6269284	6270403	+	0	NA	NA	NA	NA	NA								
23438	chr21	41765969	41767587	+	0	NA	NA	NA	NA	NA								
26868	chr4	10115438	10117075	+	0	NA	NA	NA	NA	NA								
12694	chr15	25437986	25439806	+	0	NA	NA	NA	NA	NA								
31882	chr6	127464905	127465402	+	0	NA	NA	NA	NA	NA								
37435	chrX	48696180	48696926	+	0	NA	NA	NA	NA	NA								
30284	chr5	177390378	177390893	+	0	NA	NA	NA	NA	NA								
30458	chr6	3409855	3411243	+	0	NA	NA	NA	NA	NA								
4459	chr10	30783941	30784592	+	0	NA	NA	NA	NA	NA								
31630	chr6	107458867	107460047	+	0	NA	NA	NA	NA	NA								
21476	chr2	199455435	199456075	+	0	NA	NA	NA	NA	NA								
8015	chr11	119101042	119103308	+	0	NA	NA	NA	NA	NA								
6601	chr11	40293802	40294347	+	0	NA	NA	NA	NA	NA								
16858	chr17	69142262	69142935	+	0	NA	NA	NA	NA	NA								
12263	chr14	76386997	76387645	+	0	NA	NA	NA	NA	NA								
512	chr1	23691455	23692331	+	0	NA	NA	NA	NA	NA								
13981	chr16	635666	636465	+	0	NA	NA	NA	NA	NA								
12223	chr14	75295765	75296353	+	0	NA	NA	NA	NA	NA								
8207	chr11	126327949	126328758	+	0	NA	NA	NA	NA	NA								
23711	chr22	29589988	29590208	+	0	NA	NA	NA	NA	NA								
36196	chr9	84404208	84404407	+	0	NA	NA	NA	NA	NA								
2773	chr1	160342637	160343841	+	0	NA	NA	NA	NA	NA								
32338	chr6	162726681	162728133	+	0	NA	NA	NA	NA	NA								
30185	chr5	170435119	170435230	+	0	NA	NA	NA	NA	NA								
1467	chr1	55038921	55040698	+	0	NA	NA	NA	NA	NA								
9597	chr12	79560202	79561021	+	0	NA	NA	NA	NA	NA								
27944	chr4	139497567	139498289	+	0	NA	NA	NA	NA	NA								
7895	chr11	116276198	116277117	+	0	NA	NA	NA	NA	NA								
6680	chr11	46391910	46392999	+	0	NA	NA	NA	NA	NA								
29283	chr5	109409142	109410715	+	0	NA	NA	NA	NA	NA								
32346	chr6	163414359	163416414	+	0	NA	NA	NA	NA	NA								
5034	chr10	84327639	84329135	+	0	NA	NA	NA	NA	NA								
24204	chr3	4752114	4753645	+	0	NA	NA	NA	NA	NA								
26100	chr3	149225203	149225727	+	0	NA	NA	NA	NA	NA								
15500	chr17	7572378	7574280	+	0	NA	NA	NA	NA	NA								
27752	chr4	109559801	109561190	+	0	NA	NA	NA	NA	NA								
31984	chr6	135054136	135055208	+	0	NA	NA	NA	NA	NA								
21156	chr2	169074067	169075152	+	0	NA	NA	NA	NA	NA								
36717	chr9	122912993	122914128	+	0	NA	NA	NA	NA	NA								
34793	chr8	76677913	76678519	+	0	NA	NA	NA	NA	NA								
8047	chr11	119381086	119381978	+	0	NA	NA	NA	NA	NA								
32657	chr7	28408880	28409638	+	0	NA	NA	NA	NA	NA								
30178	chr5	168877310	168878294	+	0	NA	NA	NA	NA	NA								
32058	chr6	139134153	139136096	+	0	NA	NA	NA	NA	NA								
4722	chr10	67763376	67764653	+	0	NA	NA	NA	NA	NA								
14133	chr16	4624637	4625772	+	0	NA	NA	NA	NA	NA								
28409	chr5	6711909	6714725	+	0	NA	NA	NA	NA	NA								
509	chr1	23559031	23559745	+	0	NA	NA	NA	NA	NA								
4726	chr10	68074369	68075547	+	0	NA	NA	NA	NA	NA								
16748	chr17	63842172	63843335	+	0	NA	NA	NA	NA	NA								
11126	chr13	109605202	109606998	+	0	NA	NA	NA	NA	NA								
24105	chr22	46070001	46072687	+	0	NA	NA	NA	NA	NA								
17722	chr18	50051167	50051803	+	0	NA	NA	NA	NA	NA								
32522	chr7	16644678	16646833	+	0	NA	NA	NA	NA	NA								
27939	chr4	139300993	139302398	+	0	NA	NA	NA	NA	NA								
4408	chr10	24722513	24724955	+	0	NA	NA	NA	NA	NA								
11166	chr13	111153288	111154206	+	0	NA	NA	NA	NA	NA								
32562	chr7	21426794	21427586	+	0	NA	NA	NA	NA	NA								
17762	chr18	55589716	55590376	+	0	NA	NA	NA	NA	NA								
12707	chr15	34209502	34210603	+	0	NA	NA	NA	NA	NA								
37507	chrX	54993818	54994538	+	0	NA	NA	NA	NA	NA								
9069	chr12	53219586	53220527	+	0	NA	NA	NA	NA	NA								
4330	chr10	18658295	18660233	+	0	NA	NA	NA	NA	NA								
23446	chr21	41878248	41879435	+	0	NA	NA	NA	NA	NA								
37970	chrX	150269601	150270168	+	0	NA	NA	NA	NA	NA								
23634	chr22	21866733	21867975	+	0	NA	NA	NA	NA	NA								
28215	chr4	168816628	168817224	+	0	NA	NA	NA	NA	NA								
26923	chr4	17511137	17512361	+	0	NA	NA	NA	NA	NA								
26963	chr4	24058085	24058574	+	0	NA	NA	NA	NA	NA								
2038	chr1	103562187	103562510	+	0	NA	NA	NA	NA	NA								
10588	chr13	32586182	32587620	+	0	NA	NA	NA	NA	NA								
2707	chr1	156766943	156768221	+	0	NA	NA	NA	NA	NA								
22683	chr20	35463766	35464011	+	0	NA	NA	NA	NA	NA								
29452	chr5	124743037	124744678	+	0	NA	NA	NA	NA	NA								
10704	chr13	44108268	44109051	+	0	NA	NA	NA	NA	NA								
8273	chr11	130001699	130002667	+	0	NA	NA	NA	NA	NA								
34812	chr8	79684581	79684879	+	0	NA	NA	NA	NA	NA								
30654	chr6	14117164	14118447	+	0	NA	NA	NA	NA	NA								
32111	chr6	144095080	144096525	+	0	NA	NA	NA	NA	NA								
4180	chr10	6201363	6201820	+	0	NA	NA	NA	NA	NA								
12498	chr14	95318907	95320187	+	0	NA	NA	NA	NA	NA								
28606	chr5	38192997	38193443	+	0	NA	NA	NA	NA	NA								
15977	chr17	39153292	39155180	+	0	NA	NA	NA	NA	NA								
28114	chr4	153221496	153223151	+	0	NA	NA	NA	NA	NA								
19422	chr2	11582497	11583314	+	0	NA	NA	NA	NA	NA								
19462	chr2	16665511	16666167	+	0	NA	NA	NA	NA	NA								
3359	chr1	201408304	201408591	+	0	NA	NA	NA	NA	NA								
16953	chr17	75078068	75079335	+	0	NA	NA	NA	NA	NA								
27372	chr4	74654024	74654807	+	0	NA	NA	NA	NA	NA								
23649	chr22	24189645	24190025	+	0	NA	NA	NA	NA	NA								
20082	chr2	55518861	55520328	+	0	NA	NA	NA	NA	NA								
35865	chr9	34437194	34437720	+	0	NA	NA	NA	NA	NA								
17395	chr18	13725650	13726979	+	0	NA	NA	NA	NA	NA								
16101	chr17	41737814	41738619	+	0	NA	NA	NA	NA	NA								
35825	chr9	33165599	33166098	+	0	NA	NA	NA	NA	NA								
25501	chr3	107522582	107523946	+	0	NA	NA	NA	NA	NA								
958	chr1	36385804	36386279	+	0	NA	NA	NA	NA	NA								
16076	chr17	40348603	40348960	+	0	NA	NA	NA	NA	NA								
35313	chr8	125278221	125278812	+	0	NA	NA	NA	NA	NA								
11699	chr14	53613843	53614550	+	0	NA	NA	NA	NA	NA								
8335	chr12	752250	753424	+	0	NA	NA	NA	NA	NA								
15279	chr17	2174639	2175378	+	0	NA	NA	NA	NA	NA								
17906	chr18	75210683	75210919	+	0	NA	NA	NA	NA	NA								
20078	chr2	55232120	55233010	+	0	NA	NA	NA	NA	NA								
27388	chr4	75630129	75631315	+	0	NA	NA	NA	NA	NA								
3278	chr1	196608455	196609032	+	0	NA	NA	NA	NA	NA								
1758	chr1	85200212	85202252	+	0	NA	NA	NA	NA	NA								
22158	chr20	325263	325980	+	0	NA	NA	NA	NA	NA								
20677	chr2	105037346	105039132	+	0	NA	NA	NA	NA	NA								
7433	chr11	72683668	72684399	+	0	NA	NA	NA	NA	NA								
34005	chr7	155296433	155297572	+	0	NA	NA	NA	NA	NA								
14246	chr16	19555213	19556067	+	0	NA	NA	NA	NA	NA								
35964	chr9	36190540	36191649	+	0	NA	NA	NA	NA	NA								
35924	chr9	35646718	35647446	+	0	NA	NA	NA	NA	NA								
31348	chr6	69795549	69797966	+	0	NA	NA	NA	NA	NA								
33385	chr7	105013002	105014647	+	0	NA	NA	NA	NA	NA								
29175	chr5	91280029	91280959	+	0	NA	NA	NA	NA	NA								
35231	chr8	122673480	122673811	+	0	NA	NA	NA	NA	NA								
12010	chr14	68783925	68785002	+	0	NA	NA	NA	NA	NA								
3984	chr1	233240967	233241470	+	0	NA	NA	NA	NA	NA								
18436	chr19	17305227	17306397	+	0	NA	NA	NA	NA	NA								
19192	chr19	49923117	49923392	+	0	NA	NA	NA	NA	NA								
12168	chr14	74492942	74494263	+	0	NA	NA	NA	NA	NA								
9300	chr12	57242408	57243277	+	0	NA	NA	NA	NA	NA								
12128	chr14	73489847	73491976	+	0	NA	NA	NA	NA	NA								
22485	chr20	21615450	21616052	+	0	NA	NA	NA	NA	NA								
26314	chr3	169661577	169662808	+	0	NA	NA	NA	NA	NA								
31973	chr6	134640929	134641226	+	0	NA	NA	NA	NA	NA								
9438	chr12	66107505	66107899	+	0	NA	NA	NA	NA	NA								
5117	chr10	89701142	89701833	+	0	NA	NA	NA	NA	NA								
10572	chr13	32030728	32031553	+	0	NA	NA	NA	NA	NA								
20595	chr2	98084831	98085653	+	0	NA	NA	NA	NA	NA								
11317	chr14	23320978	23322207	+	0	NA	NA	NA	NA	NA								
26586	chr3	188164124	188164658	+	0	NA	NA	NA	NA	NA								
29274	chr5	108260688	108260918	+	0	NA	NA	NA	NA	NA								
15186	chr16	88473543	88474414	+	0	NA	NA	NA	NA	NA								
36000	chr9	37908541	37909327	+	0	NA	NA	NA	NA	NA								
32640	chr7	27160638	27161333	+	0	NA	NA	NA	NA	NA								
13404	chr15	69160008	69161977	+	0	NA	NA	NA	NA	NA								
2690	chr1	156572216	156573024	+	0	NA	NA	NA	NA	NA								
31056	chr6	42563757	42564976	+	0	NA	NA	NA	NA	NA								
18301	chr19	12933106	12934073	+	0	NA	NA	NA	NA	NA								
38014	chrX	153934474	153935611	+	0	NA	NA	NA	NA	NA								
34549	chr8	48008362	48009164	+	0	NA	NA	NA	NA	NA								
8956	chr12	49841992	49843198	+	0	NA	NA	NA	NA	NA								
7762	chr11	106021713	106023008	+	0	NA	NA	NA	NA	NA								
20746	chr2	113126924	113127710	+	0	NA	NA	NA	NA	NA								
11496	chr14	35808144	35809389	+	0	NA	NA	NA	NA	NA								
7766	chr11	107017505	107018021	+	0	NA	NA	NA	NA	NA								
8952	chr12	49776082	49776735	+	0	NA	NA	NA	NA	NA								
30182	chr5	169980400	169980617	+	0	NA	NA	NA	NA	NA								
18639	chr19	35269523	35270143	+	0	NA	NA	NA	NA	NA								
13817	chr15	91022041	91022694	+	0	NA	NA	NA	NA	NA								
2469	chr1	151326545	151328343	+	0	NA	NA	NA	NA	NA								
28300	chr4	183503853	183505573	+	0	NA	NA	NA	NA	NA								
27237	chr4	54063698	54064060	+	0	NA	NA	NA	NA	NA								
35576	chr9	2621235	2622949	+	0	NA	NA	NA	NA	NA								
6365	chr11	17730877	17731473	+	0	NA	NA	NA	NA	NA								
18644	chr19	35282069	35282793	+	0	NA	NA	NA	NA	NA								
27845	chr4	122921949	122923713	+	0	NA	NA	NA	NA	NA								
5606	chr10	103578607	103580530	+	0	NA	NA	NA	NA	NA								
8185	chr11	125494822	125496481	+	0	NA	NA	NA	NA	NA								
3717	chr1	212629896	212630600	+	0	NA	NA	NA	NA	NA								
5602	chr10	103367729	103369002	+	0	NA	NA	NA	NA	NA								
8377	chr12	3777270	3777564	+	0	NA	NA	NA	NA	NA								
22011	chr2	231614958	231615170	+	0	NA	NA	NA	NA	NA								
13119	chr15	55992925	55994385	+	0	NA	NA	NA	NA	NA								
34534	chr8	42390872	42392517	+	0	NA	NA	NA	NA	NA								
31885	chr6	129370443	129370909	+	0	NA	NA	NA	NA	NA								
37432	chrX	48597350	48598343	+	0	NA	NA	NA	NA	NA								
33848	chr7	139994834	139995854	+	0	NA	NA	NA	NA	NA								
22674	chr20	35277566	35278740	+	0	NA	NA	NA	NA	NA								
20411	chr2	75710210	75710966	+	0	NA	NA	NA	NA	NA								
37991	chrX	151396321	151397841	+	0	NA	NA	NA	NA	NA								
33836	chr7	139359006	139360830	+	0	NA	NA	NA	NA	NA								
36426	chr9	101397682	101399335	+	0	NA	NA	NA	NA	NA								
36466	chr9	105415411	105415768	+	0	NA	NA	NA	NA	NA								
1220	chr1	44354627	44355703	+	0	NA	NA	NA	NA	NA								
925	chr1	35718411	35719078	+	0	NA	NA	NA	NA	NA								
3745	chr1	213982642	213984137	+	0	NA	NA	NA	NA	NA								
22801	chr20	38925941	38927430	+	0	NA	NA	NA	NA	NA								
20856	chr2	128026950	128028585	+	0	NA	NA	NA	NA	NA								
32525	chr7	16644678	16646833	+	0	NA	NA	NA	NA	NA								
17725	chr18	50128648	50129209	+	0	NA	NA	NA	NA	NA								
24102	chr22	46069118	46069889	+	0	NA	NA	NA	NA	NA								
17765	chr18	56651053	56651981	+	0	NA	NA	NA	NA	NA								
32565	chr7	21542698	21543787	+	0	NA	NA	NA	NA	NA								
31878	chr6	125956415	125957721	+	0	NA	NA	NA	NA	NA								
3937	chr1	227947544	227948351	+	0	NA	NA	NA	NA	NA								
2318	chr1	119711992	119712933	+	0	NA	NA	NA	NA	NA								
9131	chr12	54370310	54371029	+	0	NA	NA	NA	NA	NA								
33758	chr7	134458412	134459669	+	0	NA	NA	NA	NA	NA								
8174	chr11	125164411	125164670	+	0	NA	NA	NA	NA	NA								
14387	chr16	29961503	29962342	+	0	NA	NA	NA	NA	NA								
10866	chr13	57629575	57630244	+	0	NA	NA	NA	NA	NA								
3621	chr1	208219101	208220154	+	0	NA	NA	NA	NA	NA								
37633	chrX	74613811	74614820	+	0	NA	NA	NA	NA	NA								
27755	chr4	109729262	109730436	+	0	NA	NA	NA	NA	NA								
10826	chr13	50999583	51000896	+	0	NA	NA	NA	NA	NA								
13608	chr15	78872732	78873936	+	0	NA	NA	NA	NA	NA								
13007	chr15	49045336	49046955	+	0	NA	NA	NA	NA	NA								
20738	chr2	112645042	112646506	+	0	NA	NA	NA	NA	NA								
36669	chr9	120793036	120793935	+	0	NA	NA	NA	NA	NA								
36629	chr9	114077992	114078634	+	0	NA	NA	NA	NA	NA								
29188	chr5	93607890	93608093	+	0	NA	NA	NA	NA	NA								
33378	chr7	103988569	103990756	+	0	NA	NA	NA	NA	NA								
3975	chr1	230713908	230714482	+	0	NA	NA	NA	NA	NA								
19425	chr2	11669675	11670252	+	0	NA	NA	NA	NA	NA								
19465	chr2	16756866	16757500	+	0	NA	NA	NA	NA	NA								
32989	chr7	76047654	76048602	+	0	NA	NA	NA	NA	NA								
31401	chr6	75284536	75285155	+	0	NA	NA	NA	NA	NA								
9381	chr12	62259715	62261242	+	0	NA	NA	NA	NA	NA								
25997	chr3	139427402	139427853	+	0	NA	NA	NA	NA	NA								
8303	chr11	133835255	133835831	+	0	NA	NA	NA	NA	NA								
27519	chr4	82462424	82462754	+	0	NA	NA	NA	NA	NA								
36810	chr9	126804869	126806368	+	0	NA	NA	NA	NA	NA								
5145	chr10	91525957	91526630	+	0	NA	NA	NA	NA	NA								
1960	chr1	98051147	98051365	+	0	NA	NA	NA	NA	NA								
26096	chr3	149086071	149087040	+	0	NA	NA	NA	NA	NA								
6328	chr11	16093468	16093847	+	0	NA	NA	NA	NA	NA								
35862	chr9	34380716	34381201	+	0	NA	NA	NA	NA	NA								
20085	chr2	56183617	56184367	+	0	NA	NA	NA	NA	NA								
27375	chr4	74675690	74676072	+	0	NA	NA	NA	NA	NA								
7405	chr11	71452975	71454145	+	0	NA	NA	NA	NA	NA								
35822	chr9	33076318	33076795	+	0	NA	NA	NA	NA	NA								
4010	chr1	234957480	234958270	+	0	NA	NA	NA	NA	NA								
17392	chr18	13629811	13630478	+	0	NA	NA	NA	NA	NA								
14238	chr16	19113572	19114604	+	0	NA	NA	NA	NA	NA								
29455	chr5	124806291	124806991	+	0	NA	NA	NA	NA	NA								
1709	chr1	78490675	78491663	+	0	NA	NA	NA	NA	NA								
28212	chr4	168631566	168632213	+	0	NA	NA	NA	NA	NA								
18448	chr19	17511523	17512180	+	0	NA	NA	NA	NA	NA								
10410	chr12	131949664	131950840	+	0	NA	NA	NA	NA	NA								
30273	chr5	177309486	177310034	+	0	NA	NA	NA	NA	NA								
31336	chr6	63458542	63459034	+	0	NA	NA	NA	NA	NA								
4898	chr10	74018349	74018546	+	0	NA	NA	NA	NA	NA								
5314	chr10	97400698	97401934	+	0	NA	NA	NA	NA	NA								
670	chr1	27300638	27301135	+	0	NA	NA	NA	NA	NA								
34323	chr8	26383873	26384337	+	0	NA	NA	NA	NA	NA								
33943	chr7	150799301	150801271	+	0	NA	NA	NA	NA	NA								
12800	chr15	40108700	40109228	+	0	NA	NA	NA	NA	NA								
22478	chr20	21302828	21304410	+	0	NA	NA	NA	NA	NA								
26709	chr3	196286968	196288340	+	0	NA	NA	NA	NA	NA								
34363	chr8	28092857	28093478	+	0	NA	NA	NA	NA	NA								
34815	chr8	79890633	79891488	+	0	NA	NA	NA	NA	NA								
1875	chr1	93345148	93346623	+	0	NA	NA	NA	NA	NA								
16970	chr17	75261032	75262463	+	0	NA	NA	NA	NA	NA								
751	chr1	28642347	28643551	+	0	NA	NA	NA	NA	NA								
19417	chr2	11371061	11372146	+	0	NA	NA	NA	NA	NA								
35981	chr9	37422521	37424048	+	0	NA	NA	NA	NA	NA								
984	chr1	37807395	37809297	+	0	NA	NA	NA	NA	NA								
21035	chr2	158094382	158095168	+	0	NA	NA	NA	NA	NA								
11003	chr13	94435662	94435909	+	0	NA	NA	NA	NA	NA								
8653	chr12	20465937	20466320	+	0	NA	NA	NA	NA	NA								
23596	chr22	20131061	20132722	+	0	NA	NA	NA	NA	NA								
34169	chr8	17117941	17118200	+	0	NA	NA	NA	NA	NA								
8914	chr12	49088059	49088574	+	0	NA	NA	NA	NA	NA								
3860	chr1	224433006	224435897	+	0	NA	NA	NA	NA	NA								
34129	chr8	11808185	11809165	+	0	NA	NA	NA	NA	NA								
34390	chr8	29340042	29341923	+	0	NA	NA	NA	NA	NA								
5238	chr10	94401997	94403942	+	0	NA	NA	NA	NA	NA								
5715	chr10	112565504	112565801	+	0	NA	NA	NA	NA	NA								
30514	chr6	6750296	6751357	+	0	NA	NA	NA	NA	NA								
14975	chr16	70800347	70801395	+	0	NA	NA	NA	NA	NA								
2876	chr1	165592957	165593238	+	0	NA	NA	NA	NA	NA								
37953	chrX	147911601	147913010	+	0	NA	NA	NA	NA	NA								
2872	chr1	165392649	165393232	+	0	NA	NA	NA	NA	NA								
24992	chr3	52289276	52290920	+	0	NA	NA	NA	NA	NA								
37101	chr9	136545181	136546402	+	0	NA	NA	NA	NA	NA								
36395	chr9	99184633	99184983	+	0	NA	NA	NA	NA	NA								
30386	chr5	180493590	180495152	+	0	NA	NA	NA	NA	NA								
34867	chr8	86514383	86515334	+	0	NA	NA	NA	NA	NA								
37076	chr9	135960380	135961559	+	0	NA	NA	NA	NA	NA								
5903	chr10	122044769	122045077	+	0	NA	NA	NA	NA	NA								
34827	chr8	81028667	81029105	+	0	NA	NA	NA	NA	NA								
3344	chr1	201023412	201023929	+	0	NA	NA	NA	NA	NA								
27987	chr4	141132368	141133701	+	0	NA	NA	NA	NA	NA								
