PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_promoters.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr19-271	chr19	6392908	6394094	+	6393793	NA	NA	NA	NA	NA								
chr19-273	chr19	6392908	6394094	+	6393793	NA	NA	NA	NA	NA								
chr19-275	chr19	6392908	6394094	+	6393793	NA	NA	NA	NA	NA								
chr1-141	chr1	6393093	6394215	+	6393554	NA	NA	NA	NA	NA								
chr1-143	chr1	6393093	6394215	+	6393554	NA	NA	NA	NA	NA								
chr1-142	chr1	6393093	6394215	+	6393554	NA	NA	NA	NA	NA								
chr19-272	chr19	6392908	6394094	+	6392920	NA	NA	NA	NA	NA								
chr19-270	chr19	6392908	6394094	+	6392920	NA	NA	NA	NA	NA								
chr19-274	chr19	6392908	6394094	+	6392920	NA	NA	NA	NA	NA								
chr11-207	chr11	6389887	6390799	+	6390439	NA	NA	NA	NA	NA								
chrX-37	chrX	6382292	6382679	+	6383905	NA	NA	NA	NA	NA								
chr5-75	chr5	6377866	6379026	+	6378673	NA	NA	NA	NA	NA								
chr5-73	chr5	6377866	6379026	+	6378673	NA	NA	NA	NA	NA								
chr5-74	chr5	6377866	6379026	+	6378673	NA	NA	NA	NA	NA								
chr12-114	chr12	6376672	6376935	+	6375044	NA	NA	NA	NA	NA								
chr7-123	chr7	6373958	6375081	+	6374526	NA	NA	NA	NA	NA								
chr7-124	chr7	6373958	6375081	+	6374526	NA	NA	NA	NA	NA								
chr18-84	chr18	6374989	6375451	+	6374360	NA	NA	NA	NA	NA								
chr18-83	chr18	6374989	6375451	+	6374360	NA	NA	NA	NA	NA								
chr19-269	chr19	6372251	6373704	+	6372793	NA	NA	NA	NA	NA								
chr19-268	chr19	6372251	6373704	+	6372793	NA	NA	NA	NA	NA								
chr5-71	chr5	6372323	6372983	+	6371873	NA	NA	NA	NA	NA								
chr5-72	chr5	6372323	6372983	+	6371873	NA	NA	NA	NA	NA								
chr11-206	chr11	6362977	6363403	+	6362798	NA	NA	NA	NA	NA								
chr19-267	chr19	6361289	6362187	+	6361530	NA	NA	NA	NA	NA								
chr19-266	chr19	6361289	6362187	+	6361530	NA	NA	NA	NA	NA								
chr10-106	chr10	6347835	6348711	+	6350315	NA	NA	NA	NA	NA								
chr10-107	chr10	6347835	6348711	+	6350315	NA	NA	NA	NA	NA								
chr10-105	chr10	6347835	6348711	+	6350315	NA	NA	NA	NA	NA								
chr11-202	chr11	6319196	6320689	+	6319126	NA	NA	NA	NA	NA								
chr11-203	chr11	6319196	6320689	+	6319126	NA	NA	NA	NA	NA								
chr11-204	chr11	6319196	6320689	+	6319126	NA	NA	NA	NA	NA								
chr11-205	chr11	6319196	6320689	+	6319126	NA	NA	NA	NA	NA								
chr12-112	chr12	6310016	6311181	+	6310435	NA	NA	NA	NA	NA								
chr12-113	chr12	6310016	6311181	+	6310435	NA	NA	NA	NA	NA								
chr11-201	chr11	6298640	6298940	+	6297188	NA	NA	NA	NA	NA								
chr10-102	chr10	6271575	6272503	+	6271168	NA	NA	NA	NA	NA								
chr10-103	chr10	6271575	6272503	+	6271168	NA	NA	NA	NA	NA								
chr10-104	chr10	6271575	6272503	+	6271168	NA	NA	NA	NA	NA								
chr4-135	chr4	6269308	6270095	+	6269848	NA	NA	NA	NA	NA								
chr11-200	chr11	6258754	6259505	+	6259805	NA	NA	NA	NA	NA								
chr11-199	chr11	6258754	6259505	+	6259805	NA	NA	NA	NA	NA								
chr19-265	chr19	6259075	6259755	+	6259156	NA	NA	NA	NA	NA								
chr1-140	chr1	6246759	6247065	+	6247352	NA	NA	NA	NA	NA								
chr1-139	chr1	6245052	6245524	+	6244178	NA	NA	NA	NA	NA								
chr11-198	chr11	6234455	6235464	+	6234764	NA	NA	NA	NA	NA								
chr1-137	chr1	6235292	6236374	+	6234691	NA	NA	NA	NA	NA								
chr1-136	chr1	6235292	6236374	+	6234691	NA	NA	NA	NA	NA								
chr1-138	chr1	6235292	6236374	+	6234691	NA	NA	NA	NA	NA								
chr1-135	chr1	6205730	6206668	+	6205474	NA	NA	NA	NA	NA								
chr1-134	chr1	6205730	6206668	+	6205474	NA	NA	NA	NA	NA								
chr1-132	chr1	6204915	6205534	+	6205474	NA	NA	NA	NA	NA								
chr1-133	chr1	6204915	6205534	+	6205474	NA	NA	NA	NA	NA								
chr11-197	chr11	6200906	6201862	+	6201900	NA	NA	NA	NA	NA								
chr11-196	chr11	6200906	6201862	+	6201900	NA	NA	NA	NA	NA								
chr4-134	chr4	6200228	6201159	+	6200732	NA	NA	NA	NA	NA								
chr4-133	chr4	6200228	6201159	+	6200732	NA	NA	NA	NA	NA								
chr19-264	chr19	6199084	6200098	+	6199404	NA	NA	NA	NA	NA								
chr10-101	chr10	6199173	6199492	+	6197611	NA	NA	NA	NA	NA								
chr10-99	chr10	6151106	6151919	+	6152195	NA	NA	NA	NA	NA								
chr10-100	chr10	6151106	6151919	+	6152195	NA	NA	NA	NA	NA								
chr10-96	chr10	6144566	6145529	+	6144933	NA	NA	NA	NA	NA								
chr10-98	chr10	6144566	6145529	+	6144933	NA	NA	NA	NA	NA								
chr10-97	chr10	6144566	6145529	+	6144933	NA	NA	NA	NA	NA								
chr19-263	chr19	6110209	6110933	+	6109321	NA	NA	NA	NA	NA								
chr7-121	chr7	6104307	6105449	+	6104948	NA	NA	NA	NA	NA								
chr7-122	chr7	6104307	6105449	+	6104948	NA	NA	NA	NA	NA								
chr7-120	chr7	6104307	6105449	+	6104948	NA	NA	NA	NA	NA								
chr10-94	chr10	6088676	6089818	+	6089033	NA	NA	NA	NA	NA								
chr10-95	chr10	6088676	6089818	+	6089033	NA	NA	NA	NA	NA								
chr7-119	chr7	6081050	6081876	+	6080703	NA	NA	NA	NA	NA								
chr20-147	chr20	6074109	6074560	+	6074844	NA	NA	NA	NA	NA								
chr20-146	chr20	6067802	6068340	+	6065965	NA	NA	NA	NA	NA								
chr7-117	chr7	6058585	6059661	+	6057499	NA	NA	NA	NA	NA								
chr7-118	chr7	6058585	6059661	+	6057499	NA	NA	NA	NA	NA								
chr10-93	chr10	6018502	6018878	+	6017053	NA	NA	NA	NA	NA								
chr10-90	chr10	6008582	6009528	+	6010688	NA	NA	NA	NA	NA								
chr10-92	chr10	6008582	6009528	+	6010688	NA	NA	NA	NA	NA								
chr10-91	chr10	6008582	6009528	+	6010688	NA	NA	NA	NA	NA								
chr7-115	chr7	6008712	6009660	+	6009254	NA	NA	NA	NA	NA								
chr7-116	chr7	6008712	6009660	+	6009254	NA	NA	NA	NA	NA								
chr9-79	chr9	6006896	6008756	+	6007825	NA	NA	NA	NA	NA								
chr9-78	chr9	6006896	6008756	+	6007825	NA	NA	NA	NA	NA								
chr9-77	chr9	6006896	6008756	+	6007825	NA	NA	NA	NA	NA								
chr9-75	chr9	6006896	6008756	+	6007825	NA	NA	NA	NA	NA								
chr9-76	chr9	6006896	6008756	+	6007825	NA	NA	NA	NA	NA								
chr20-145	chr20	6007645	6007896	+	6006092	NA	NA	NA	NA	NA								
chr20-144	chr20	6005682	6006773	+	6006092	NA	NA	NA	NA	NA								
chr6-95	chr6	5996042	5996604	+	5997998	NA	NA	NA	NA	NA								
chr1-129	chr1	5991898	5992929	+	5990926	NA	NA	NA	NA	NA								
chr1-130	chr1	5991898	5992929	+	5990926	NA	NA	NA	NA	NA								
chr1-131	chr1	5991898	5992929	+	5990926	NA	NA	NA	NA	NA								
chr19-262	chr19	5977605	5978560	+	5978332	NA	NA	NA	NA	NA								
chr19-261	chr19	5977605	5978560	+	5978332	NA	NA	NA	NA	NA								
chr20-143	chr20	5950085	5951010	+	5950948	NA	NA	NA	NA	NA								
chr20-142	chr20	5950085	5951010	+	5950651	NA	NA	NA	NA	NA								
chr10-89	chr10	5945504	5946159	+	5943638	NA	NA	NA	NA	NA								
chr10-88	chr10	5942377	5942932	+	5943638	NA	NA	NA	NA	NA								
chr10-86	chr10	5935397	5935926	+	5934269	NA	NA	NA	NA	NA								
chr10-87	chr10	5935397	5935926	+	5934269	NA	NA	NA	NA	NA								
chr10-85	chr10	5932277	5932860	+	5934269	NA	NA	NA	NA	NA								
chr20-141	chr20	5911454	5911845	+	5911509	NA	NA	NA	NA	NA								
chr19-258	chr19	5903699	5905021	+	5904871	NA	NA	NA	NA	NA								
chr19-260	chr19	5903699	5905021	+	5904871	NA	NA	NA	NA	NA								
chr19-257	chr19	5903699	5905021	+	5904840	NA	NA	NA	NA	NA								
chr19-259	chr19	5903699	5905021	+	5904840	NA	NA	NA	NA	NA								
chr18-82	chr18	5895897	5896449	+	5895744	NA	NA	NA	NA	NA								
chr10-83	chr10	5889589	5890837	+	5890202	NA	NA	NA	NA	NA								
chr10-84	chr10	5889589	5890837	+	5890202	NA	NA	NA	NA	NA								
chr6-94	chr6	5851150	5851844	+	5851505	NA	NA	NA	NA	NA								
chr19-255	chr19	5827684	5828678	+	5828334	NA	NA	NA	NA	NA								
chr19-254	chr19	5827684	5828678	+	5828334	NA	NA	NA	NA	NA								
chr19-256	chr19	5827684	5828678	+	5828334	NA	NA	NA	NA	NA								
chr7-113	chr7	5822569	5823590	+	5823127	NA	NA	NA	NA	NA								
chr7-114	chr7	5822569	5823590	+	5823127	NA	NA	NA	NA	NA								
chr10-79	chr10	5812735	5814184	+	5813984	NA	NA	NA	NA	NA								
chr10-81	chr10	5812735	5814184	+	5813984	NA	NA	NA	NA	NA								
chr10-82	chr10	5812735	5814184	+	5813984	NA	NA	NA	NA	NA								
chr10-80	chr10	5812735	5814184	+	5813984	NA	NA	NA	NA	NA								
chr11-193	chr11	5808432	5809542	+	5808923	NA	NA	NA	NA	NA								
chr11-194	chr11	5808432	5809542	+	5808923	NA	NA	NA	NA	NA								
chr11-195	chr11	5808432	5809542	+	5808923	NA	NA	NA	NA	NA								
chr11-192	chr11	5808432	5809542	+	5808923	NA	NA	NA	NA	NA								
chr19-253	chr19	5803965	5804325	+	5805066	NA	NA	NA	NA	NA								
chr20-138	chr20	5749827	5750959	+	5750392	NA	NA	NA	NA	NA								
chr20-140	chr20	5749827	5750959	+	5750392	NA	NA	NA	NA	NA								
chr20-139	chr20	5749827	5750959	+	5750392	NA	NA	NA	NA	NA								
chr19-251	chr19	5719894	5720904	+	5720636	NA	NA	NA	NA	NA								
chr19-252	chr19	5719894	5720904	+	5720636	NA	NA	NA	NA	NA								
chr4-130	chr4	5711016	5711927	+	5711200	NA	NA	NA	NA	NA								
chr4-132	chr4	5711016	5711927	+	5711200	NA	NA	NA	NA	NA								
chr4-131	chr4	5711016	5711927	+	5711200	NA	NA	NA	NA	NA								
chr19-250	chr19	5690023	5690594	+	5691833	NA	NA	NA	NA	NA								
chr19-249	chr19	5690023	5690594	+	5691833	NA	NA	NA	NA	NA								
chr11-190	chr11	5689521	5690635	+	5689609	NA	NA	NA	NA	NA								
chr11-191	chr11	5689521	5690635	+	5689609	NA	NA	NA	NA	NA								
chr11-189	chr11	5689521	5690635	+	5689609	NA	NA	NA	NA	NA								
chr5-70	chr5	5688107	5688876	+	5688804	NA	NA	NA	NA	NA								
chr5-69	chr5	5688107	5688876	+	5688804	NA	NA	NA	NA	NA								
chr10-78	chr10	5684306	5685795	+	5684730	NA	NA	NA	NA	NA								
chr10-76	chr10	5684306	5685795	+	5684730	NA	NA	NA	NA	NA								
chr10-77	chr10	5684306	5685795	+	5684730	NA	NA	NA	NA	NA								
chr10-75	chr10	5684306	5685795	+	5684730	NA	NA	NA	NA	NA								
chr19-247	chr19	5680276	5681236	+	5680603	NA	NA	NA	NA	NA								
chr19-248	chr19	5680276	5681236	+	5680603	NA	NA	NA	NA	NA								
chr10-73	chr10	5631893	5632838	+	5631462	NA	NA	NA	NA	NA								
chr10-72	chr10	5629915	5630136	+	5631462	NA	NA	NA	NA	NA								
chr10-74	chr10	5631893	5632838	+	5631462	NA	NA	NA	NA	NA								
chr9-71	chr9	5628470	5629796	+	5629024	NA	NA	NA	NA	NA								
chr9-72	chr9	5628470	5629796	+	5629024	NA	NA	NA	NA	NA								
chr9-74	chr9	5628470	5629796	+	5629024	NA	NA	NA	NA	NA								
chr9-73	chr9	5628470	5629796	+	5629024	NA	NA	NA	NA	NA								
chr9-70	chr9	5627092	5627542	+	5629024	NA	NA	NA	NA	NA								
chr10-71	chr10	5626270	5626758	+	5624930	NA	NA	NA	NA	NA								
chr10-70	chr10	5623087	5623537	+	5624930	NA	NA	NA	NA	NA								
chr19-246	chr19	5622292	5623545	+	5623034	NA	NA	NA	NA	NA								
chr19-244	chr19	5622292	5623545	+	5623034	NA	NA	NA	NA	NA								
chr19-245	chr19	5622292	5623545	+	5623034	NA	NA	NA	NA	NA								
chr11-188	chr11	5596516	5597041	+	5596724	NA	NA	NA	NA	NA								
chr11-187	chr11	5596516	5597041	+	5596724	NA	NA	NA	NA	NA								
chr10-69	chr10	5595688	5596479	+	5594983	NA	NA	NA	NA	NA								
chr7-112	chr7	5592349	5593326	+	5592815	NA	NA	NA	NA	NA								
chr9-69	chr9	5582871	5583492	+	5584489	NA	NA	NA	NA	NA								
chr9-68	chr9	5582871	5583492	+	5584489	NA	NA	NA	NA	NA								
chr19-243	chr19	5578295	5578599	+	5576659	NA	NA	NA	NA	NA								
chr7-111	chr7	5562030	5562225	+	5560742	NA	NA	NA	NA	NA								
chr7-110	chr7	5558883	5559201	+	5560742	NA	NA	NA	NA	NA								
chr7-104	chr7	5555004	5555633	+	5556730	NA	NA	NA	NA	NA								
chr7-106	chr7	5555787	5556997	+	5556730	NA	NA	NA	NA	NA								
chr7-108	chr7	5555787	5556997	+	5556730	NA	NA	NA	NA	NA								
chr7-103	chr7	5555004	5555633	+	5556730	NA	NA	NA	NA	NA								
chr7-109	chr7	5557842	5558340	+	5556730	NA	NA	NA	NA	NA								
chr7-105	chr7	5555787	5556997	+	5556730	NA	NA	NA	NA	NA								
chr7-107	chr7	5555787	5556997	+	5556730	NA	NA	NA	NA	NA								
chr10-67	chr10	5548548	5549192	+	5549636	NA	NA	NA	NA	NA								
chr10-68	chr10	5548548	5549192	+	5549636	NA	NA	NA	NA	NA								
chr20-137	chr20	5535091	5535805	+	5533627	NA	NA	NA	NA	NA								
chr20-136	chr20	5535091	5535805	+	5533627	NA	NA	NA	NA	NA								
chr4-129	chr4	5526137	5526388	+	5524568	NA	NA	NA	NA	NA								
chr9-67	chr9	5510088	5510957	+	5510530	NA	NA	NA	NA	NA								
chr9-65	chr9	5510088	5510957	+	5510530	NA	NA	NA	NA	NA								
chr9-66	chr9	5510088	5510957	+	5510530	NA	NA	NA	NA	NA								
chr7-102	chr7	5494659	5496319	+	5495818	NA	NA	NA	NA	NA								
chr7-100	chr7	5494659	5496319	+	5495818	NA	NA	NA	NA	NA								
chr7-101	chr7	5494659	5496319	+	5495818	NA	NA	NA	NA	NA								
chr7-99	chr7	5494659	5496319	+	5495818	NA	NA	NA	NA	NA								
chr7-98	chr7	5494659	5496319	+	5495818	NA	NA	NA	NA	NA								
chr17-206	chr17	5485802	5487011	+	5486284	NA	NA	NA	NA	NA								
chr17-205	chr17	5485802	5487011	+	5486284	NA	NA	NA	NA	NA								
chr17-202	chr17	5468305	5469404	+	5469091	NA	NA	NA	NA	NA								
chr17-204	chr17	5468305	5469404	+	5469091	NA	NA	NA	NA	NA								
chr17-203	chr17	5468305	5469404	+	5469091	NA	NA	NA	NA	NA								
chr18-81	chr18	5463331	5463881	+	5463626	NA	NA	NA	NA	NA								
chr9-64	chr9	5459311	5459645	+	5457476	NA	NA	NA	NA	NA								
chr9-61	chr9	5449680	5451052	+	5450502	NA	NA	NA	NA	NA								
chr9-62	chr9	5449680	5451052	+	5450502	NA	NA	NA	NA	NA								
chr9-63	chr9	5449680	5451052	+	5450502	NA	NA	NA	NA	NA								
chr11-186	chr11	5449309	5449819	+	5449322	NA	NA	NA	NA	NA								
chr17-201	chr17	5438719	5439586	+	5440916	NA	NA	NA	NA	NA								
chr17-200	chr17	5438719	5439586	+	5440916	NA	NA	NA	NA	NA								
chr12-111	chr12	5432819	5433537	+	5432107	NA	NA	NA	NA	NA								
chr12-110	chr12	5432819	5433537	+	5432107	NA	NA	NA	NA	NA								
chr7-96	chr7	5430208	5430452	+	5431334	NA	NA	NA	NA	NA								
chr7-97	chr7	5433310	5433587	+	5431334	NA	NA	NA	NA	NA								
chr7-95	chr7	5427790	5428301	+	5428183	NA	NA	NA	NA	NA								
chr7-93	chr7	5426460	5427213	+	5426276	NA	NA	NA	NA	NA								
chr7-94	chr7	5426460	5427213	+	5426276	NA	NA	NA	NA	NA								
chr7-92	chr7	5423817	5424420	+	5424312	NA	NA	NA	NA	NA								
chr5-66	chr5	5421965	5423052	+	5420663	NA	NA	NA	NA	NA								
chr5-67	chr5	5421965	5423052	+	5420663	NA	NA	NA	NA	NA								
chr5-68	chr5	5421965	5423052	+	5420663	NA	NA	NA	NA	NA								
chr17-197	chr17	5418863	5420462	+	5419640	NA	NA	NA	NA	NA								
chr17-196	chr17	5418863	5420462	+	5419640	NA	NA	NA	NA	NA								
chr17-199	chr17	5418863	5420462	+	5419640	NA	NA	NA	NA	NA								
chr17-195	chr17	5418863	5420462	+	5419640	NA	NA	NA	NA	NA								
chr17-198	chr17	5418863	5420462	+	5419640	NA	NA	NA	NA	NA								
chr10-65	chr10	5412209	5413377	+	5412556	NA	NA	NA	NA	NA								
chr10-66	chr10	5412209	5413377	+	5412556	NA	NA	NA	NA	NA								
chr5-65	chr5	5394456	5394713	+	5395377	NA	NA	NA	NA	NA								
chr18-80	chr18	5309986	5310637	+	5310395	NA	NA	NA	NA	NA								
chr19-239	chr19	5292725	5293746	+	5294246	NA	NA	NA	NA	NA								
chr19-240	chr19	5292725	5293746	+	5294246	NA	NA	NA	NA	NA								
chr19-242	chr19	5292725	5293746	+	5294246	NA	NA	NA	NA	NA								
chr19-241	chr19	5292725	5293746	+	5294246	NA	NA	NA	NA	NA								
chr17-194	chr17	5281823	5282887	+	5282264	NA	NA	NA	NA	NA								
chr17-193	chr17	5281823	5282887	+	5282264	NA	NA	NA	NA	NA								
chr6-91	chr6	5260163	5261706	+	5261043	NA	NA	NA	NA	NA								
chr6-92	chr6	5260163	5261706	+	5261043	NA	NA	NA	NA	NA								
chr6-88	chr6	5260163	5261706	+	5261043	NA	NA	NA	NA	NA								
chr6-93	chr6	5260163	5261706	+	5261043	NA	NA	NA	NA	NA								
chr6-89	chr6	5260163	5261706	+	5261043	NA	NA	NA	NA	NA								
chr6-90	chr6	5260163	5261706	+	5261043	NA	NA	NA	NA	NA								
chr16-316	chr16	5239518	5239829	+	5239801	NA	NA	NA	NA	NA								
chr18-77	chr18	5237443	5238884	+	5237825	NA	NA	NA	NA	NA								
chr18-76	chr18	5237443	5238884	+	5237825	NA	NA	NA	NA	NA								
chr18-78	chr18	5237443	5238884	+	5237825	NA	NA	NA	NA	NA								
chr18-79	chr18	5237443	5238884	+	5237825	NA	NA	NA	NA	NA								
chr10-63	chr10	5233993	5235020	+	5234357	NA	NA	NA	NA	NA								
chr10-64	chr10	5233993	5235020	+	5234357	NA	NA	NA	NA	NA								
chr10-62	chr10	5216631	5217177	+	5215407	NA	NA	NA	NA	NA								
chr18-75	chr18	5197067	5197410	+	5197164	NA	NA	NA	NA	NA								
chr10-61	chr10	5196663	5197159	+	5195461	NA	NA	NA	NA	NA								
chr10-60	chr10	5196663	5197159	+	5195461	NA	NA	NA	NA	NA								
chr17-191	chr17	5191487	5192328	+	5192006	NA	NA	NA	NA	NA								
chr17-192	chr17	5191487	5192328	+	5192006	NA	NA	NA	NA	NA								
chr7-89	chr7	5189776	5190907	+	5190195	NA	NA	NA	NA	NA								
chr7-90	chr7	5189776	5190907	+	5190195	NA	NA	NA	NA	NA								
chr7-91	chr7	5189776	5190907	+	5190195	NA	NA	NA	NA	NA								
chr3-30	chr3	5187184	5188461	+	5187645	NA	NA	NA	NA	NA								
chr3-33	chr3	5188684	5189282	+	5187645	NA	NA	NA	NA	NA								
chr3-31	chr3	5187184	5188461	+	5187645	NA	NA	NA	NA	NA								
chr3-32	chr3	5187184	5188461	+	5187645	NA	NA	NA	NA	NA								
chr21	chr21	5154625	5155045	+	5155498	NA	NA	NA	NA	NA								
chr5-64	chr5	5141745	5141958	+	5142137	NA	NA	NA	NA	NA								
chr20-134	chr20	5126232	5127845	+	5126878	NA	NA	NA	NA	NA								
chr20-133	chr20	5126232	5127845	+	5126878	NA	NA	NA	NA	NA								
chr20-135	chr20	5126232	5127845	+	5126878	NA	NA	NA	NA	NA								
chr20-132	chr20	5126232	5127845	+	5126878	NA	NA	NA	NA	NA								
chr3-28	chr3	5122060	5123213	+	5122248	NA	NA	NA	NA	NA								
chr3-27	chr3	5122060	5123213	+	5122248	NA	NA	NA	NA	NA								
chr3-29	chr3	5122060	5123213	+	5122248	NA	NA	NA	NA	NA								
chr20-130	chr20	5119323	5120418	+	5121416	NA	NA	NA	NA	NA								
chr20-131	chr20	5119323	5120418	+	5121416	NA	NA	NA	NA	NA								
chr20-129	chr20	5119323	5120418	+	5121416	NA	NA	NA	NA	NA								
chr20-128	chr20	5112637	5113591	+	5113992	NA	NA	NA	NA	NA								
chr16-314	chr16	5097494	5098884	+	5098738	NA	NA	NA	NA	NA								
chr16-315	chr16	5097494	5098884	+	5098738	NA	NA	NA	NA	NA								
chr10-59	chr10	5094222	5095083	+	5093407	NA	NA	NA	NA	NA								
chr10-58	chr10	5094222	5095083	+	5093407	NA	NA	NA	NA	NA								
chr6-86	chr6	5084280	5086230	+	5085340	NA	NA	NA	NA	NA								
chr6-85	chr6	5084280	5086230	+	5085340	NA	NA	NA	NA	NA								
chr6-83	chr6	5084280	5086230	+	5085340	NA	NA	NA	NA	NA								
chr6-84	chr6	5084280	5086230	+	5085340	NA	NA	NA	NA	NA								
chr6-87	chr6	5084280	5086230	+	5085340	NA	NA	NA	NA	NA								
chr6-82	chr6	5084280	5086230	+	5085340	NA	NA	NA	NA	NA								
chr17-189	chr17	5077863	5079018	+	5078466	NA	NA	NA	NA	NA								
chr17-188	chr17	5077863	5079018	+	5078466	NA	NA	NA	NA	NA								
chr17-190	chr17	5077863	5079018	+	5078466	NA	NA	NA	NA	NA								
chr4-128	chr4	5050486	5050838	+	5051479	NA	NA	NA	NA	NA								
chr7-87	chr7	5045486	5046443	+	5045820	NA	NA	NA	NA	NA								
chr7-88	chr7	5045486	5046443	+	5045820	NA	NA	NA	NA	NA								
chr16-313	chr16	5033082	5034372	+	5033701	NA	NA	NA	NA	NA								
chr16-312	chr16	5033082	5034372	+	5033701	NA	NA	NA	NA	NA								
chr16-311	chr16	5033082	5034372	+	5033701	NA	NA	NA	NA	NA								
chr17-187	chr17	5031473	5032116	+	5032599	NA	NA	NA	NA	NA								
chr17-186	chr17	5031473	5032116	+	5032599	NA	NA	NA	NA	NA								
chr6-81	chr6	5030686	5031024	+	5031755	NA	NA	NA	NA	NA								
chr16-310	chr16	5024423	5025003	+	5024843	NA	NA	NA	NA	NA								
chr10-57	chr10	5003600	5004029	+	5004709	NA	NA	NA	NA	NA								
chr6-80	chr6	5003388	5004433	+	5003773	NA	NA	NA	NA	NA								
chr6-79	chr6	5003388	5004433	+	5003773	NA	NA	NA	NA	NA								
chr6-78	chr6	5003388	5004433	+	5003773	NA	NA	NA	NA	NA								
chr17-184	chr17	4997271	4998377	+	4997949	NA	NA	NA	NA	NA								
chr17-185	chr17	4997271	4998377	+	4997949	NA	NA	NA	NA	NA								
chr17-183	chr17	4986352	4988116	+	4987688	NA	NA	NA	NA	NA								
chr17-177	chr17	4986352	4988116	+	4987688	NA	NA	NA	NA	NA								
chr17-181	chr17	4986352	4988116	+	4987688	NA	NA	NA	NA	NA								
chr17-179	chr17	4986352	4988116	+	4987688	NA	NA	NA	NA	NA								
chr17-178	chr17	4986352	4988116	+	4986465	NA	NA	NA	NA	NA								
chr17-180	chr17	4986352	4988116	+	4986465	NA	NA	NA	NA	NA								
chr17-182	chr17	4986352	4988116	+	4986465	NA	NA	NA	NA	NA								
chr17-176	chr17	4986352	4988116	+	4986465	NA	NA	NA	NA	NA								
chr9-58	chr9	4984313	4985735	+	4984389	NA	NA	NA	NA	NA								
chr9-60	chr9	4984313	4985735	+	4984389	NA	NA	NA	NA	NA								
chr9-59	chr9	4984313	4985735	+	4984389	NA	NA	NA	NA	NA								
chr3-26	chr3	4980376	4980596	+	4979436	NA	NA	NA	NA	NA								
chr3-25	chr3	4978194	4979585	+	4979436	NA	NA	NA	NA	NA								
chr3-23	chr3	4978194	4979585	+	4979436	NA	NA	NA	NA	NA								
chr3-24	chr3	4978194	4979585	+	4979436	NA	NA	NA	NA	NA								
chr3-22	chr3	4977150	4977858	+	4979436	NA	NA	NA	NA	NA								
chr3-21	chr3	4977150	4977858	+	4979436	NA	NA	NA	NA	NA								
chr7-84	chr7	4973762	4974869	+	4973987	NA	NA	NA	NA	NA								
chr7-83	chr7	4973762	4974869	+	4973987	NA	NA	NA	NA	NA								
chr7-85	chr7	4973762	4974869	+	4973987	NA	NA	NA	NA	NA								
chr7-86	chr7	4973762	4974869	+	4973987	NA	NA	NA	NA	NA								
chr19-237	chr19	4968534	4969418	+	4969112	NA	NA	NA	NA	NA								
chr19-238	chr19	4968534	4969418	+	4969112	NA	NA	NA	NA	NA								
chr17-175	chr17	4966924	4968353	+	4967994	NA	NA	NA	NA	NA								
chr17-173	chr17	4966924	4968353	+	4967994	NA	NA	NA	NA	NA								
chr17-171	chr17	4966924	4968353	+	4967994	NA	NA	NA	NA	NA								
chr17-174	chr17	4966924	4968353	+	4967991	NA	NA	NA	NA	NA								
chr17-170	chr17	4966924	4968353	+	4967991	NA	NA	NA	NA	NA								
chr17-172	chr17	4966924	4968353	+	4967991	NA	NA	NA	NA	NA								
chr10-55	chr10	4964796	4965536	+	4963252	NA	NA	NA	NA	NA								
chr10-54	chr10	4964796	4965536	+	4963252	NA	NA	NA	NA	NA								
chr10-56	chr10	4964796	4965536	+	4963252	NA	NA	NA	NA	NA								
chr10-53	chr10	4963243	4963587	+	4963252	NA	NA	NA	NA	NA								
chr16-308	chr16	4957682	4958626	+	4958329	NA	NA	NA	NA	NA								
chr16-309	chr16	4957682	4958626	+	4958329	NA	NA	NA	NA	NA								
chr16-307	chr16	4956219	4956468	+	4958329	NA	NA	NA	NA	NA								
chr17-166	chr17	4948374	4950226	+	4948091	NA	NA	NA	NA	NA								
chr17-169	chr17	4948374	4950226	+	4948091	NA	NA	NA	NA	NA								
chr17-167	chr17	4948374	4950226	+	4948091	NA	NA	NA	NA	NA								
chr17-165	chr17	4948374	4950226	+	4948091	NA	NA	NA	NA	NA								
chr17-168	chr17	4948374	4950226	+	4948091	NA	NA	NA	NA	NA								
chr17-164	chr17	4945287	4945512	+	4945651	NA	NA	NA	NA	NA								
chr17-162	chr17	4939569	4940687	+	4940007	NA	NA	NA	NA	NA								
chr17-163	chr17	4939569	4940687	+	4940007	NA	NA	NA	NA	NA								
chr17-161	chr17	4899119	4899869	+	4899417	NA	NA	NA	NA	NA								
chr3-20	chr3	4895835	4896120	+	4896805	NA	NA	NA	NA	NA								
chr17-159	chr17	4881753	4882472	+	4882974	NA	NA	NA	NA	NA								
chr17-160	chr17	4881753	4882472	+	4882974	NA	NA	NA	NA	NA								
chr20-126	chr20	4869583	4870077	+	4868983	NA	NA	NA	NA	NA								
