PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_mapped_from_mouse_promoters.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr17-536	chr17	30318150	30318674	+	30316332	NA	NA	NA	NA	NA								
chr22-182	chr22	30286869	30287146	+	30285237	NA	NA	NA	NA	NA								
chr22-181	chr22	30273231	30273868	+	30275214	NA	NA	NA	NA	NA								
chr22-180	chr22	30246194	30246724	+	30246204	NA	NA	NA	NA	NA								
chr2-249	chr2	30231265	30231700	+	30231533	NA	NA	NA	NA	NA								
chr2-250	chr2	30231265	30231700	+	30231533	NA	NA	NA	NA	NA								
chr2-248	chr2	30208360	30208644	+	30209994	NA	NA	NA	NA	NA								
chr16-377	chr16	30183292	30183681	+	30183504	NA	NA	NA	NA	NA								
chr7-209	chr7	30157746	30158363	+	30157530	NA	NA	NA	NA	NA								
chr7-208	chr7	30157746	30158363	+	30157530	NA	NA	NA	NA	NA								
chr2-247	chr2	30146372	30148162	+	30146940	NA	NA	NA	NA	NA								
chr2-246	chr2	30146372	30148162	+	30146940	NA	NA	NA	NA	NA								
chr2-245	chr2	30146372	30148162	+	30146940	NA	NA	NA	NA	NA								
chr2-244	chr2	30146372	30148162	+	30146940	NA	NA	NA	NA	NA								
chr8-216	chr8	30132074	30132838	+	30131670	NA	NA	NA	NA	NA								
chr8-215	chr8	30132074	30132838	+	30131670	NA	NA	NA	NA	NA								
chr17-533	chr17	30116420	30117308	+	30117085	NA	NA	NA	NA	NA								
chr17-535	chr17	30116420	30117308	+	30117085	NA	NA	NA	NA	NA								
chr17-534	chr17	30116420	30117308	+	30117078	NA	NA	NA	NA	NA								
chr17-532	chr17	30116420	30117308	+	30117078	NA	NA	NA	NA	NA								
chr16-376	chr16	30095392	30095646	+	30096429	NA	NA	NA	NA	NA								
chr8-214	chr8	30095327	30096524	+	30095407	NA	NA	NA	NA	NA								
chr8-213	chr8	30095327	30096524	+	30095407	NA	NA	NA	NA	NA								
chr16-375	chr16	30092561	30092782	+	30092313	NA	NA	NA	NA	NA								
chr16-374	chr16	30090093	30090841	+	30092313	NA	NA	NA	NA	NA								
chr8-212	chr8	30082395	30083401	+	30082757	NA	NA	NA	NA	NA								
chr8-211	chr8	30082395	30083401	+	30082757	NA	NA	NA	NA	NA								
chr16-373	chr16	30075845	30076725	+	30075977	NA	NA	NA	NA	NA								
chr16-371	chr16	30064500	30066097	+	30064305	NA	NA	NA	NA	NA								
chr16-370	chr16	30064500	30066097	+	30064305	NA	NA	NA	NA	NA								
chr16-372	chr16	30064500	30066097	+	30064305	NA	NA	NA	NA	NA								
chr17-531	chr17	30057056	30057297	+	30059051	NA	NA	NA	NA	NA								
chr16-369	chr16	30052771	30053495	+	30053122	NA	NA	NA	NA	NA								
chr7-206	chr7	30027942	30029399	+	30027403	NA	NA	NA	NA	NA								
chr7-207	chr7	30027942	30029399	+	30027403	NA	NA	NA	NA	NA								
chr16-367	chr16	29995550	29995791	+	29995714	NA	NA	NA	NA	NA								
chr16-368	chr16	29995996	29996488	+	29995714	NA	NA	NA	NA	NA								
chr16-366	chr16	29973340	29974162	+	29973867	NA	NA	NA	NA	NA								
chr16-365	chr16	29973340	29974162	+	29973867	NA	NA	NA	NA	NA								
chr16-364	chr16	29940647	29941342	+	29940884	NA	NA	NA	NA	NA								
chr16-363	chr16	29940647	29941342	+	29940884	NA	NA	NA	NA	NA								
chr17-527	chr17	29929406	29930876	+	29929199	NA	NA	NA	NA	NA								
chr17-526	chr17	29929406	29930876	+	29929199	NA	NA	NA	NA	NA								
chr17-530	chr17	29929406	29930876	+	29929199	NA	NA	NA	NA	NA								
chr17-529	chr17	29929406	29930876	+	29929199	NA	NA	NA	NA	NA								
chr17-528	chr17	29929406	29930876	+	29929199	NA	NA	NA	NA	NA								
chr16-361	chr16	29925627	29926567	+	29926835	NA	NA	NA	NA	NA								
chr16-360	chr16	29925627	29926567	+	29926835	NA	NA	NA	NA	NA								
chr16-359	chr16	29925627	29926567	+	29926835	NA	NA	NA	NA	NA								
chr16-362	chr16	29925782	29926122	+	29926835	NA	NA	NA	NA	NA								
chr7-205	chr7	29921472	29921757	+	29920103	NA	NA	NA	NA	NA								
chr16-357	chr16	29899806	29900501	+	29900374	NA	NA	NA	NA	NA								
chr16-358	chr16	29899806	29900501	+	29900374	NA	NA	NA	NA	NA								
chr16-356	chr16	29862613	29863954	+	29863592	NA	NA	NA	NA	NA								
chr16-354	chr16	29862613	29863954	+	29863592	NA	NA	NA	NA	NA								
chr16-352	chr16	29862613	29863954	+	29863592	NA	NA	NA	NA	NA								
chr16-350	chr16	29862613	29863954	+	29863592	NA	NA	NA	NA	NA								
chr16-349	chr16	29862613	29863954	+	29862759	NA	NA	NA	NA	NA								
chr16-351	chr16	29862613	29863954	+	29862759	NA	NA	NA	NA	NA								
chr16-355	chr16	29862613	29863954	+	29862759	NA	NA	NA	NA	NA								
chr16-353	chr16	29862613	29863954	+	29862759	NA	NA	NA	NA	NA								
chr2-243	chr2	29841452	29841877	+	29841186	NA	NA	NA	NA	NA								
chr16-348	chr16	29820257	29820674	+	29820393	NA	NA	NA	NA	NA								
chr16-344	chr16	29815842	29817171	+	29816151	NA	NA	NA	NA	NA								
chr16-347	chr16	29815842	29817171	+	29816151	NA	NA	NA	NA	NA								
chr16-345	chr16	29815842	29817171	+	29816151	NA	NA	NA	NA	NA								
chr16-346	chr16	29815842	29817171	+	29816151	NA	NA	NA	NA	NA								
chr19-557	chr19	29810927	29812344	+	29811990	NA	NA	NA	NA	NA								
chr19-558	chr19	29810927	29812344	+	29811990	NA	NA	NA	NA	NA								
chr16-343	chr16	29807453	29808040	+	29808635	NA	NA	NA	NA	NA								
chr16-342	chr16	29805451	29807225	+	29806495	NA	NA	NA	NA	NA								
chr16-340	chr16	29805451	29807225	+	29806495	NA	NA	NA	NA	NA								
chr16-336	chr16	29805451	29807225	+	29806495	NA	NA	NA	NA	NA								
chr16-338	chr16	29805451	29807225	+	29806495	NA	NA	NA	NA	NA								
chr16-334	chr16	29805451	29807225	+	29806495	NA	NA	NA	NA	NA								
chr16-332	chr16	29805451	29807225	+	29806495	NA	NA	NA	NA	NA								
chr7-203	chr7	29805997	29807067	+	29806485	NA	NA	NA	NA	NA								
chr7-204	chr7	29807199	29807434	+	29806485	NA	NA	NA	NA	NA								
chr7-202	chr7	29805997	29807067	+	29806485	NA	NA	NA	NA	NA								
chr16-331	chr16	29805451	29807225	+	29806105	NA	NA	NA	NA	NA								
chr16-337	chr16	29805451	29807225	+	29806105	NA	NA	NA	NA	NA								
chr16-335	chr16	29805451	29807225	+	29806105	NA	NA	NA	NA	NA								
chr16-341	chr16	29805451	29807225	+	29806105	NA	NA	NA	NA	NA								
chr16-333	chr16	29805451	29807225	+	29806105	NA	NA	NA	NA	NA								
chr16-339	chr16	29805451	29807225	+	29806105	NA	NA	NA	NA	NA								
chr22-171	chr22	29766188	29768160	+	29767368	NA	NA	NA	NA	NA								
chr22-177	chr22	29766188	29768160	+	29767368	NA	NA	NA	NA	NA								
chr22-175	chr22	29766188	29768160	+	29767368	NA	NA	NA	NA	NA								
chr22-173	chr22	29766188	29768160	+	29767368	NA	NA	NA	NA	NA								
chr22-179	chr22	29766188	29768160	+	29767368	NA	NA	NA	NA	NA								
chr22-176	chr22	29766188	29768160	+	29767090	NA	NA	NA	NA	NA								
chr22-178	chr22	29766188	29768160	+	29767090	NA	NA	NA	NA	NA								
chr22-174	chr22	29766188	29768160	+	29767090	NA	NA	NA	NA	NA								
chr22-172	chr22	29766188	29768160	+	29767090	NA	NA	NA	NA	NA								
chr22-170	chr22	29766188	29768160	+	29767090	NA	NA	NA	NA	NA								
chr17-525	chr17	29760723	29761792	+	29761102	NA	NA	NA	NA	NA								
chr17-524	chr17	29760396	29760642	+	29761102	NA	NA	NA	NA	NA								
chr19-556	chr19	29713314	29713706	+	29715304	NA	NA	NA	NA	NA								
chr17-523	chr17	29645427	29645733	+	29644795	NA	NA	NA	NA	NA								
chr17-521	chr17	29639293	29640020	+	29639626	NA	NA	NA	NA	NA								
chr17-520	chr17	29639293	29640020	+	29639626	NA	NA	NA	NA	NA								
chr17-522	chr17	29639293	29640020	+	29639626	NA	NA	NA	NA	NA								
chr17-519	chr17	29622680	29623236	+	29621616	NA	NA	NA	NA	NA								
chr22-166	chr22	29603088	29604219	+	29603555	NA	NA	NA	NA	NA								
chr22-167	chr22	29603088	29604219	+	29603555	NA	NA	NA	NA	NA								
chr22-165	chr22	29603088	29604219	+	29603555	NA	NA	NA	NA	NA								
chr22-168	chr22	29603088	29604219	+	29603555	NA	NA	NA	NA	NA								
chr22-169	chr22	29604294	29604507	+	29603555	NA	NA	NA	NA	NA								
chr17-518	chr17	29592975	29593515	+	29591702	NA	NA	NA	NA	NA								
chr17-516	chr17	29591741	29591990	+	29591702	NA	NA	NA	NA	NA								
chr17-517	chr17	29592975	29593515	+	29591702	NA	NA	NA	NA	NA								
chr17-515	chr17	29589443	29590141	+	29589768	NA	NA	NA	NA	NA								
chr17-514	chr17	29572681	29573216	+	29573474	NA	NA	NA	NA	NA								
chr17-513	chr17	29568388	29569092	+	29569579	NA	NA	NA	NA	NA								
chr17-512	chr17	29568388	29569092	+	29569579	NA	NA	NA	NA	NA								
chr17-511	chr17	29568388	29569092	+	29569579	NA	NA	NA	NA	NA								
chr17-510	chr17	29563973	29564246	+	29566051	NA	NA	NA	NA	NA								
chr7-201	chr7	29564775	29565234	+	29563834	NA	NA	NA	NA	NA								
chr7-200	chr7	29563505	29564569	+	29563834	NA	NA	NA	NA	NA								
chr7-198	chr7	29563505	29564569	+	29563834	NA	NA	NA	NA	NA								
chr7-199	chr7	29563505	29564569	+	29563834	NA	NA	NA	NA	NA								
chr22-163	chr22	29553279	29554018	+	29554807	NA	NA	NA	NA	NA								
chr22-164	chr22	29553279	29554018	+	29554807	NA	NA	NA	NA	NA								
chr3-154	chr3	29525375	29525884	+	29526250	NA	NA	NA	NA	NA								
chr17-509	chr17	29389868	29391573	+	29390661	NA	NA	NA	NA	NA								
chr17-503	chr17	29389868	29391573	+	29390661	NA	NA	NA	NA	NA								
chr17-501	chr17	29389868	29391573	+	29390661	NA	NA	NA	NA	NA								
chr17-507	chr17	29389868	29391573	+	29390661	NA	NA	NA	NA	NA								
chr17-505	chr17	29389868	29391573	+	29390661	NA	NA	NA	NA	NA								
chr17-502	chr17	29389868	29391573	+	29390362	NA	NA	NA	NA	NA								
chr17-500	chr17	29389868	29391573	+	29390362	NA	NA	NA	NA	NA								
chr17-508	chr17	29389868	29391573	+	29390362	NA	NA	NA	NA	NA								
chr17-504	chr17	29389868	29391573	+	29390362	NA	NA	NA	NA	NA								
chr17-506	chr17	29389868	29391573	+	29390362	NA	NA	NA	NA	NA								
chr22-161	chr22	29387691	29388804	+	29387908	NA	NA	NA	NA	NA								
chr22-162	chr22	29387691	29388804	+	29387908	NA	NA	NA	NA	NA								
chr22-160	chr22	29387691	29388804	+	29387908	NA	NA	NA	NA	NA								
chr8-208	chr8	29349352	29351284	+	29351291	NA	NA	NA	NA	NA								
chr8-210	chr8	29349352	29351284	+	29351291	NA	NA	NA	NA	NA								
chr8-209	chr8	29349352	29351284	+	29351291	NA	NA	NA	NA	NA								
chr8-207	chr8	29349352	29351284	+	29351291	NA	NA	NA	NA	NA								
chr8-206	chr8	29349352	29351284	+	29351291	NA	NA	NA	NA	NA								
chr8-205	chr8	29349352	29351284	+	29351291	NA	NA	NA	NA	NA								
chr22-156	chr22	29314807	29316108	+	29316743	NA	NA	NA	NA	NA								
chr22-157	chr22	29314807	29316108	+	29316743	NA	NA	NA	NA	NA								
chr22-158	chr22	29314807	29316108	+	29316743	NA	NA	NA	NA	NA								
chr22-159	chr22	29314807	29316108	+	29316743	NA	NA	NA	NA	NA								
chr22-155	chr22	29310840	29311480	+	29312932	NA	NA	NA	NA	NA								
chr22-151	chr22	29267398	29268426	+	29268008	NA	NA	NA	NA	NA								
chr22-154	chr22	29267398	29268426	+	29268008	NA	NA	NA	NA	NA								
chr22-153	chr22	29267398	29268426	+	29268008	NA	NA	NA	NA	NA								
chr22-152	chr22	29267398	29268426	+	29268008	NA	NA	NA	NA	NA								
chr1-563	chr1	29237380	29237941	+	29236515	NA	NA	NA	NA	NA								
chr1-561	chr1	29236253	29237067	+	29236515	NA	NA	NA	NA	NA								
chr1-564	chr1	29237380	29237941	+	29236515	NA	NA	NA	NA	NA								
chr1-562	chr1	29236253	29237067	+	29236515	NA	NA	NA	NA	NA								
chr9-137	chr9	29212031	29212905	+	29214298	NA	NA	NA	NA	NA								
chr9-136	chr9	29212031	29212905	+	29214298	NA	NA	NA	NA	NA								
chr19-555	chr19	29212554	29213445	+	29213234	NA	NA	NA	NA	NA								
chr22-149	chr22	29205921	29206376	+	29205895	NA	NA	NA	NA	NA								
chr22-150	chr22	29205921	29206376	+	29205895	NA	NA	NA	NA	NA								
chr7-194	chr7	29200671	29201653	+	29199539	NA	NA	NA	NA	NA								
chr7-195	chr7	29200671	29201653	+	29199539	NA	NA	NA	NA	NA								
chr7-197	chr7	29200671	29201653	+	29199539	NA	NA	NA	NA	NA								
chr7-196	chr7	29200671	29201653	+	29199539	NA	NA	NA	NA	NA								
chr1-560	chr1	29192968	29194170	+	29192656	NA	NA	NA	NA	NA								
chr1-558	chr1	29192968	29194170	+	29192656	NA	NA	NA	NA	NA								
chr1-559	chr1	29192968	29194170	+	29192656	NA	NA	NA	NA	NA								
chr7-193	chr7	29189747	29190181	+	29191581	NA	NA	NA	NA	NA								
chr7-192	chr7	29147231	29147746	+	29146568	NA	NA	NA	NA	NA								
chr7-191	chr7	29147231	29147746	+	29146568	NA	NA	NA	NA	NA								
chr17-499	chr17	29140154	29140750	+	29140482	NA	NA	NA	NA	NA								
chr22-148	chr22	29072579	29073172	+	29073034	NA	NA	NA	NA	NA								
chr21-56	chr21	29053799	29054197	+	29055804	NA	NA	NA	NA	NA								
chr21-55	chr21	29053799	29054197	+	29055804	NA	NA	NA	NA	NA								
chr21-52	chr21	29024361	29025608	+	29024628	NA	NA	NA	NA	NA								
chr21-54	chr21	29024361	29025608	+	29024628	NA	NA	NA	NA	NA								
chr21-53	chr21	29024361	29025608	+	29024628	NA	NA	NA	NA	NA								
chr16-324	chr16	28974063	28975286	+	28974803	NA	NA	NA	NA	NA								
chr16-328	chr16	28974063	28975286	+	28974803	NA	NA	NA	NA	NA								
chr16-326	chr16	28974063	28975286	+	28974803	NA	NA	NA	NA	NA								
chr16-330	chr16	28974063	28975286	+	28974803	NA	NA	NA	NA	NA								
chr16-329	chr16	28974063	28975286	+	28974220	NA	NA	NA	NA	NA								
chr16-323	chr16	28974063	28975286	+	28974220	NA	NA	NA	NA	NA								
chr16-325	chr16	28974063	28975286	+	28974220	NA	NA	NA	NA	NA								
chr16-327	chr16	28974063	28975286	+	28974220	NA	NA	NA	NA	NA								
chr7-190	chr7	28956025	28956565	+	28957666	NA	NA	NA	NA	NA								
chr16-320	chr16	28950650	28952036	+	28950806	NA	NA	NA	NA	NA								
chr16-322	chr16	28950650	28952036	+	28950806	NA	NA	NA	NA	NA								
chr16-321	chr16	28950650	28952036	+	28950806	NA	NA	NA	NA	NA								
chr16-319	chr16	28950650	28952036	+	28950806	NA	NA	NA	NA	NA								
chr17-497	chr17	28949596	28950221	+	28950512	NA	NA	NA	NA	NA								
chr17-495	chr17	28949228	28949415	+	28950512	NA	NA	NA	NA	NA								
chr17-496	chr17	28949596	28950221	+	28950512	NA	NA	NA	NA	NA								
chr17-498	chr17	28952164	28952761	+	28950512	NA	NA	NA	NA	NA								
chr17-492	chr17	28896623	28898003	+	28897780	NA	NA	NA	NA	NA								
chr17-490	chr17	28896623	28898003	+	28897780	NA	NA	NA	NA	NA								
chr17-494	chr17	28896623	28898003	+	28897780	NA	NA	NA	NA	NA								
chr17-489	chr17	28896623	28898003	+	28897737	NA	NA	NA	NA	NA								
chr17-491	chr17	28896623	28898003	+	28897737	NA	NA	NA	NA	NA								
chr17-493	chr17	28896623	28898003	+	28897737	NA	NA	NA	NA	NA								
chr17-488	chr17	28892021	28893253	+	28892468	NA	NA	NA	NA	NA								
chr17-487	chr17	28892021	28893253	+	28892468	NA	NA	NA	NA	NA								
chr8-202	chr8	28889663	28890685	+	28890394	NA	NA	NA	NA	NA								
chr8-204	chr8	28889663	28890685	+	28890394	NA	NA	NA	NA	NA								
chr8-203	chr8	28889663	28890685	+	28890394	NA	NA	NA	NA	NA								
chr8-201	chr8	28889663	28890685	+	28890394	NA	NA	NA	NA	NA								
chr21-50	chr21	28884923	28885573	+	28887279	NA	NA	NA	NA	NA								
chr21-51	chr21	28884923	28885573	+	28887279	NA	NA	NA	NA	NA								
chr1-554	chr1	28884602	28885329	+	28887090	NA	NA	NA	NA	NA								
chr1-555	chr1	28886859	28888107	+	28887090	NA	NA	NA	NA	NA								
chr1-553	chr1	28884602	28885329	+	28887090	NA	NA	NA	NA	NA								
chr1-556	chr1	28886859	28888107	+	28887090	NA	NA	NA	NA	NA								
chr1-557	chr1	28886859	28888107	+	28887090	NA	NA	NA	NA	NA								
chr22-142	chr22	28882677	28884449	+	28883571	NA	NA	NA	NA	NA								
chr22-144	chr22	28882677	28884449	+	28883571	NA	NA	NA	NA	NA								
chr22-143	chr22	28882677	28884449	+	28883571	NA	NA	NA	NA	NA								
chr22-145	chr22	28882677	28884449	+	28883571	NA	NA	NA	NA	NA								
chr22-147	chr22	28884499	28885267	+	28883571	NA	NA	NA	NA	NA								
chr22-141	chr22	28882677	28884449	+	28883571	NA	NA	NA	NA	NA								
chr22-146	chr22	28884499	28885267	+	28883571	NA	NA	NA	NA	NA								
chr1-552	chr1	28883700	28883876	+	28881725	NA	NA	NA	NA	NA								
chr1-551	chr1	28882075	28882374	+	28881725	NA	NA	NA	NA	NA								
chr15-3	chr15	28881658	28881910	+	28881666	NA	NA	NA	NA	NA								
chr17-484	chr17	28878769	28879733	+	28879334	NA	NA	NA	NA	NA								
chr17-485	chr17	28878769	28879733	+	28879334	NA	NA	NA	NA	NA								
chr17-486	chr17	28878769	28879733	+	28879334	NA	NA	NA	NA	NA								
chr17-482	chr17	28854544	28855374	+	28855009	NA	NA	NA	NA	NA								
chr17-483	chr17	28854544	28855374	+	28855009	NA	NA	NA	NA	NA								
chr17-481	chr17	28854544	28855374	+	28855009	NA	NA	NA	NA	NA								
chr16-317	chr16	28846046	28847034	+	28846599	NA	NA	NA	NA	NA								
chr16-318	chr16	28846046	28847034	+	28846599	NA	NA	NA	NA	NA								
chr16-316	chr16	28823713	28824442	+	28822998	NA	NA	NA	NA	NA								
chr16-315	chr16	28823713	28824442	+	28822998	NA	NA	NA	NA	NA								
chr16-313	chr16	28822524	28823368	+	28822998	NA	NA	NA	NA	NA								
chr16-314	chr16	28823713	28824442	+	28822998	NA	NA	NA	NA	NA								
chr16-312	chr16	28822524	28823368	+	28822998	NA	NA	NA	NA	NA								
chr22-140	chr22	28799975	28801166	+	28800682	NA	NA	NA	NA	NA								
chr22-137	chr22	28772484	28773669	+	28772673	NA	NA	NA	NA	NA								
chr22-138	chr22	28772484	28773669	+	28772673	NA	NA	NA	NA	NA								
chr22-139	chr22	28772484	28773669	+	28772673	NA	NA	NA	NA	NA								
chr2-239	chr2	28751209	28752588	+	28751639	NA	NA	NA	NA	NA								
chr2-241	chr2	28751209	28752588	+	28751639	NA	NA	NA	NA	NA								
chr2-240	chr2	28751209	28752588	+	28751639	NA	NA	NA	NA	NA								
chr2-242	chr2	28751209	28752588	+	28751639	NA	NA	NA	NA	NA								
chr17-480	chr17	28749868	28750411	+	28749730	NA	NA	NA	NA	NA								
chr17-477	chr17	28743306	28744135	+	28744010	NA	NA	NA	NA	NA								
chr17-478	chr17	28743306	28744135	+	28744010	NA	NA	NA	NA	NA								
chr17-479	chr17	28744433	28744668	+	28744010	NA	NA	NA	NA	NA								
chr22-136	chr22	28741558	28742385	+	28742038	NA	NA	NA	NA	NA								
chr22-135	chr22	28741558	28742385	+	28742038	NA	NA	NA	NA	NA								
chr1-549	chr1	28736460	28737494	+	28736620	NA	NA	NA	NA	NA								
chr1-550	chr1	28736460	28737494	+	28736620	NA	NA	NA	NA	NA								
chr1-548	chr1	28736460	28737494	+	28736620	NA	NA	NA	NA	NA								
chr17-476	chr17	28728922	28729125	+	28727257	NA	NA	NA	NA	NA								
chr17-475	chr17	28728588	28728796	+	28727257	NA	NA	NA	NA	NA								
chr17-471	chr17	28725979	28727953	+	28727257	NA	NA	NA	NA	NA								
chr17-474	chr17	28725979	28727953	+	28727257	NA	NA	NA	NA	NA								
chr17-473	chr17	28725979	28727953	+	28727257	NA	NA	NA	NA	NA								
chr17-470	chr17	28725979	28727953	+	28727257	NA	NA	NA	NA	NA								
chr17-472	chr17	28725979	28727953	+	28727257	NA	NA	NA	NA	NA								
chr17-466	chr17	28717740	28718357	+	28719984	NA	NA	NA	NA	NA								
chr17-467	chr17	28717740	28718357	+	28719984	NA	NA	NA	NA	NA								
chr17-468	chr17	28719620	28720361	+	28719984	NA	NA	NA	NA	NA								
chr17-469	chr17	28719620	28720361	+	28719984	NA	NA	NA	NA	NA								
chr17-465	chr17	28716209	28717690	+	28714280	NA	NA	NA	NA	NA								
chr17-464	chr17	28716209	28717690	+	28714280	NA	NA	NA	NA	NA								
chr17-463	chr17	28716209	28717690	+	28714280	NA	NA	NA	NA	NA								
chr10-180	chr10	28676676	28678327	+	28677509	NA	NA	NA	NA	NA								
chr10-178	chr10	28676676	28678327	+	28677509	NA	NA	NA	NA	NA								
chr10-179	chr10	28676676	28678327	+	28677509	NA	NA	NA	NA	NA								
chr1-545	chr1	28668475	28669979	+	28668777	NA	NA	NA	NA	NA								
chr1-547	chr1	28668475	28669979	+	28668777	NA	NA	NA	NA	NA								
chr1-546	chr1	28668475	28669979	+	28668777	NA	NA	NA	NA	NA								
chr17-461	chr17	28661535	28662640	+	28662197	NA	NA	NA	NA	NA								
chr17-460	chr17	28661535	28662640	+	28662197	NA	NA	NA	NA	NA								
chr17-459	chr17	28661535	28662640	+	28662197	NA	NA	NA	NA	NA								
chr17-462	chr17	28661535	28662640	+	28662197	NA	NA	NA	NA	NA								
chr13-77	chr13	28658953	28660020	+	28659064	NA	NA	NA	NA	NA								
chr13-76	chr13	28658953	28660020	+	28659064	NA	NA	NA	NA	NA								
chr13-75	chr13	28658953	28660020	+	28659064	NA	NA	NA	NA	NA								
chr1-543	chr1	28648078	28648456	+	28648599	NA	NA	NA	NA	NA								
chr1-544	chr1	28648523	28649041	+	28648599	NA	NA	NA	NA	NA								
chr1-541	chr1	28642347	28643551	+	28643227	NA	NA	NA	NA	NA								
chr1-542	chr1	28642347	28643551	+	28643227	NA	NA	NA	NA	NA								
chr17-457	chr17	28598455	28599925	+	28598789	NA	NA	NA	NA	NA								
chr17-458	chr17	28598455	28599925	+	28598789	NA	NA	NA	NA	NA								
chr17-456	chr17	28570826	28571822	+	28573114	NA	NA	NA	NA	NA								
chr17-455	chr17	28570826	28571822	+	28573114	NA	NA	NA	NA	NA								
chr17-453	chr17	28570826	28571822	+	28573114	NA	NA	NA	NA	NA								
chr17-454	chr17	28570826	28571822	+	28573114	NA	NA	NA	NA	NA								
chr17-452	chr17	28570826	28571822	+	28573114	NA	NA	NA	NA	NA								
chr16-311	chr16	28553744	28554752	+	28553914	NA	NA	NA	NA	NA								
chr16-310	chr16	28553744	28554752	+	28553914	NA	NA	NA	NA	NA								
chr17-449	chr17	28552337	28553053	+	28553382	NA	NA	NA	NA	NA								
chr17-448	chr17	28550716	28551434	+	28553382	NA	NA	NA	NA	NA								
chr17-451	chr17	28552337	28553053	+	28553382	NA	NA	NA	NA	NA								
chr17-450	chr17	28552337	28553053	+	28553382	NA	NA	NA	NA	NA								
chr1-540	chr1	28552830	28553277	+	28553084	NA	NA	NA	NA	NA								
chr1-539	chr1	28552830	28553277	+	28553084	NA	NA	NA	NA	NA								
chr1-538	chr1	28552830	28553277	+	28553084	NA	NA	NA	NA	NA								
chr17-447	chr17	28548248	28548493	+	28546707	NA	NA	NA	NA	NA								
chr16-309	chr16	28538331	28539363	+	28537039	NA	NA	NA	NA	NA								
chr10-176	chr10	28533126	28533577	+	28532492	NA	NA	NA	NA	NA								
chr10-177	chr10	28533617	28534186	+	28532492	NA	NA	NA	NA	NA								
chr13-74	chr13	28496192	28496607	+	28495467	NA	NA	NA	NA	NA								
chr13-73	chr13	28494324	28495151	+	28495467	NA	NA	NA	NA	NA								
chr8-199	chr8	28493641	28494880	+	28494204	NA	NA	NA	NA	NA								
chr8-200	chr8	28493641	28494880	+	28494204	NA	NA	NA	NA	NA								
chr17-443	chr17	28471361	28471679	+	28473292	NA	NA	NA	NA	NA								
chr17-444	chr17	28473203	28473826	+	28473292	NA	NA	NA	NA	NA								
chr17-445	chr17	28473203	28473826	+	28473292	NA	NA	NA	NA	NA								
chr17-446	chr17	28473203	28473826	+	28473292	NA	NA	NA	NA	NA								
chr17-442	chr17	28468779	28469156	+	28467821	NA	NA	NA	NA	NA								
chr8-197	chr8	28411701	28412949	+	28414498	NA	NA	NA	NA	NA								
chr8-198	chr8	28411701	28412949	+	28414498	NA	NA	NA	NA	NA								
chr17-441	chr17	28405546	28406444	+	28405239	NA	NA	NA	NA	NA								
chr2-238	chr2	28395424	28395788	+	28396814	NA	NA	NA	NA	NA								
chr2-235	chr2	28392574	28393157	+	28392447	NA	NA	NA	NA	NA								
chr2-237	chr2	28393329	28393903	+	28392447	NA	NA	NA	NA	NA								
chr2-236	chr2	28393329	28393903	+	28392447	NA	NA	NA	NA	NA								
chr2-234	chr2	28392051	28392329	+	28392447	NA	NA	NA	NA	NA								
chr17-440	chr17	28371172	28371846	+	28373255	NA	NA	NA	NA	NA								
chr17-439	chr17	28371172	28371846	+	28373255	NA	NA	NA	NA	NA								
chr1-537	chr1	28369327	28370353	+	28369581	NA	NA	NA	NA	NA								
chr1-536	chr1	28369327	28370353	+	28369581	NA	NA	NA	NA	NA								
chr17-437	chr17	28364981	28365869	+	28364355	NA	NA	NA	NA	NA								
chr17-438	chr17	28364981	28365869	+	28364355	NA	NA	NA	NA	NA								
chr17-436	chr17	28356951	28357929	+	28357646	NA	NA	NA	NA	NA								
chr17-434	chr17	28356951	28357929	+	28357646	NA	NA	NA	NA	NA								
chr17-432	chr17	28356951	28357929	+	28357646	NA	NA	NA	NA	NA								
chr17-430	chr17	28356951	28357929	+	28357646	NA	NA	NA	NA	NA								
chr17-429	chr17	28356951	28357929	+	28357641	NA	NA	NA	NA	NA								
chr17-431	chr17	28356951	28357929	+	28357641	NA	NA	NA	NA	NA								
chr17-435	chr17	28356951	28357929	+	28357641	NA	NA	NA	NA	NA								
chr17-433	chr17	28356951	28357929	+	28357641	NA	NA	NA	NA	NA								
chr6-268	chr6	28349812	28350696	+	28349946	NA	NA	NA	NA	NA								
chr6-269	chr6	28349812	28350696	+	28349946	NA	NA	NA	NA	NA								
chr3-153	chr3	28348058	28349587	+	28349177	NA	NA	NA	NA	NA								
chr3-151	chr3	28348058	28349587	+	28349177	NA	NA	NA	NA	NA								
chr3-152	chr3	28348058	28349587	+	28348720	NA	NA	NA	NA	NA								
chr3-150	chr3	28348058	28349587	+	28348720	NA	NA	NA	NA	NA								
chr17-428	chr17	28346979	28347423	+	28346632	NA	NA	NA	NA	NA								
